ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00184,VALID_184,CUS00184,PROD00184,Air Conditioner,NovaTech,NOV-AIR-0184,SN-2026-000184,2026-01-15,2026-12-15,2026-12-01,24,2028-01-15,Active,396,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,350.59,0.0,0.92,Service Center,Valid Claim
CLM00185,VALID_185,CUS00185,PROD00185,Smartphone,ZenCore,ZEN-SMA-0185,SN-2026-000185,2023-04-01,2024-04-01,2024-03-19,24,2025-04-01,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1073.95,0.0,0.919,Service Center,Valid Claim
CLM00186,VALID_186,CUS00186,PROD00186,Smartphone,NovaTech,NOV-SMA-0186,SN-2026-000186,2025-02-23,2025-06-23,2025-06-20,36,2028-02-23,Active,975,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1147.9,0.0,0.909,Web,Valid Claim
CLM00187,VALID_187,CUS00187,PROD00187,Washing Machine,HomePro,HOM-WAS-0187,SN-2026-000187,2025-06-03,2025-10-03,2025-10-02,12,2026-06-03,Active,243,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,879.79,0.0,0.902,Web,Valid Claim
CLM00188,VALID_188,CUS00188,PROD00188,Washing Machine,Aster,AST-WAS-0188,SN-2026-000188,2024-10-23,2025-08-23,2025-08-13,12,2025-10-23,Active,61,Yes,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1484.41,0.0,0.943,Email,Valid Claim
CLM00189,VALID_189,CUS00189,PROD00189,Refrigerator,ZenCore,ZEN-REF-0189,SN-2026-000189,2025-08-02,2028-01-02,2027-12-27,36,2028-08-02,Active,213,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1224.13,0.0,0.985,Web,Valid Claim
CLM00190,VALID_190,CUS00190,PROD00190,Smartphone,PrimeView,PRI-SMA-0190,SN-2026-000190,2023-12-05,2025-03-05,2025-02-28,36,2026-12-05,Active,640,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2353.73,0.0,0.903,Mobile App,Valid Claim
CLM00191,VALID_191,CUS00191,PROD00191,Air Conditioner,PrimeView,PRI-AIR-0191,SN-2026-000191,2023-04-23,2024-08-23,2024-08-15,24,2025-04-23,Active,243,Yes,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1110.37,0.0,0.99,Mobile App,Valid Claim
CLM00192,VALID_192,CUS00192,PROD00192,Air Conditioner,NovaTech,NOV-AIR-0192,SN-2026-000192,2024-09-29,2025-04-29,2025-04-26,12,2025-09-29,Active,153,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1952.22,0.0,0.91,Email,Valid Claim
CLM00193,VALID_193,CUS00193,PROD00193,Smartphone,HomePro,HOM-SMA-0193,SN-2026-000193,2025-12-31,2028-05-31,2028-05-25,36,2028-12-31,Active,214,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2050.02,957.29,0.933,Web,Valid Claim
CLM00194,VALID_194,CUS00194,PROD00194,Printer,NovaTech,NOV-PRI-0194,SN-2026-000194,2024-11-04,2026-09-04,2026-08-28,24,2026-11-04,Active,61,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1397.7,874.04,0.909,Service Center,Valid Claim
CLM00195,VALID_195,CUS00195,PROD00195,Air Conditioner,ZenCore,ZEN-AIR-0195,SN-2026-000195,2024-06-20,2025-01-20,2025-01-15,24,2026-06-20,Active,516,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,65.6,0.0,0.954,Mobile App,Valid Claim
CLM00196,VALID_196,CUS00196,PROD00196,Air Conditioner,HomePro,HOM-AIR-0196,SN-2026-000196,2023-02-22,2024-10-22,2024-10-11,24,2025-02-22,Active,123,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1781.16,635.96,0.945,Service Center,Valid Claim
CLM00197,VALID_197,CUS00197,PROD00197,Washing Machine,HomePro,HOM-WAS-0197,SN-2026-000197,2024-08-17,2026-05-17,2026-05-14,36,2027-08-17,Active,457,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2991.0,0.0,0.909,Service Center,Valid Claim
CLM00198,VALID_198,CUS00198,PROD00198,Camera,Aster,AST-CAM-0198,SN-2026-000198,2023-06-12,2025-10-12,2025-10-09,36,2026-06-12,Active,243,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2690.9,0.0,0.935,Email,Valid Claim
CLM00199,VALID_199,CUS00199,PROD00199,Printer,Aster,AST-PRI-0199,SN-2026-000199,2024-01-21,2024-06-21,2024-06-12,12,2025-01-21,Active,214,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,616.81,0.0,0.931,Service Center,Valid Claim
CLM00200,VALID_200,CUS00200,PROD00200,Refrigerator,HomePro,HOM-REF-0200,SN-2026-000200,2023-09-07,2024-07-07,2024-07-04,12,2024-09-07,Active,62,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1006.21,0.0,0.901,Service Center,Valid Claim
CLM00201,VALID_201,CUS00201,PROD00201,Refrigerator,NovaTech,NOV-REF-0201,SN-2026-000201,2023-07-23,2025-03-23,2025-03-11,24,2025-07-23,Active,122,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,949.32,0.0,0.923,Email,Valid Claim
CLM00202,VALID_202,CUS00202,PROD00202,Refrigerator,Aster,AST-REF-0202,SN-2026-000202,2024-03-23,2025-04-23,2025-04-22,36,2027-03-23,Active,699,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,616.98,0.0,0.901,Mobile App,Valid Claim
CLM00203,VALID_203,CUS00203,PROD00203,Camera,HomePro,HOM-CAM-0203,SN-2026-000203,2025-05-04,2025-09-04,2025-08-23,12,2026-05-04,Active,242,Yes,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,778.02,0.0,0.979,Mobile App,Valid Claim
CLM00204,VALID_204,CUS00204,PROD00204,Laptop,ZenCore,ZEN-LAP-0204,SN-2026-000204,2023-05-05,2024-01-05,2023-12-24,24,2025-05-05,Active,486,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2879.19,0.0,0.923,Web,Valid Claim
CLM00205,VALID_205,CUS00205,PROD00205,Smartphone,Aster,AST-SMA-0205,SN-2026-000205,2026-02-18,2027-05-18,2027-05-15,36,2029-02-18,Active,642,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1148.44,0.0,0.958,Service Center,Valid Claim
CLM00206,VALID_206,CUS00206,PROD00206,Refrigerator,PrimeView,PRI-REF-0206,SN-2026-000206,2026-03-17,2027-01-17,2027-01-08,12,2027-03-17,Active,59,Yes,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2039.87,0.0,0.943,Service Center,Valid Claim
CLM00207,VALID_207,CUS00207,PROD00207,Washing Machine,PrimeView,PRI-WAS-0207,SN-2026-000207,2023-03-29,2024-12-29,2024-12-19,36,2026-03-29,Active,455,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2881.88,0.0,0.923,Mobile App,Valid Claim
CLM00208,VALID_208,CUS00208,PROD00208,Television,ZenCore,ZEN-TEL-0208,SN-2026-000208,2024-03-12,2025-12-12,2025-12-06,24,2026-03-12,Active,90,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,377.06,0.0,0.954,Service Center,Valid Claim
CLM00209,VALID_209,CUS00209,PROD00209,Washing Machine,ZenCore,ZEN-WAS-0209,SN-2026-000209,2024-05-18,2025-11-18,2025-11-09,24,2026-05-18,Active,181,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1673.52,0.0,0.957,Web,Valid Claim
CLM00210,VALID_210,CUS00210,PROD00210,Laptop,ZenCore,ZEN-LAP-0210,SN-2026-000210,2024-11-02,2025-10-02,2025-09-28,36,2027-11-02,Active,761,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2785.34,0.0,0.926,Email,Valid Claim
CLM00211,VALID_211,CUS00211,PROD00211,Television,HomePro,HOM-TEL-0211,SN-2026-000211,2023-04-22,2023-07-22,2023-07-17,12,2024-04-22,Active,275,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,325.44,0.0,0.952,Service Center,Valid Claim
CLM00212,VALID_212,CUS00212,PROD00212,Camera,Aster,AST-CAM-0212,SN-2026-000212,2025-02-24,2025-08-24,2025-08-21,12,2026-02-24,Active,184,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,162.56,0.0,0.977,Web,Valid Claim
CLM00213,VALID_213,CUS00213,PROD00213,Smartphone,PrimeView,PRI-SMA-0213,SN-2026-000213,2024-12-04,2025-07-04,2025-06-24,12,2025-12-04,Active,153,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2282.64,0.0,0.901,Web,Valid Claim
CLM00214,VALID_214,CUS00214,PROD00214,Washing Machine,HomePro,HOM-WAS-0214,SN-2026-000214,2025-05-19,2026-02-19,2026-02-05,36,2028-05-19,Active,820,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2161.23,0.0,0.954,Email,Valid Claim
CLM00215,VALID_215,CUS00215,PROD00215,Television,HomePro,HOM-TEL-0215,SN-2026-000215,2024-09-17,2025-01-17,2025-01-06,12,2025-09-17,Active,243,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,513.71,0.0,0.962,Service Center,Valid Claim
CLM00216,VALID_216,CUS00216,PROD00216,Washing Machine,HomePro,HOM-WAS-0216,SN-2026-000216,2024-02-10,2024-09-10,2024-09-04,12,2025-02-10,Active,153,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1711.24,0.0,0.956,Mobile App,Valid Claim
CLM00217,VALID_217,CUS00217,PROD00217,Television,PrimeView,PRI-TEL-0217,SN-2026-000217,2023-12-07,2024-09-07,2024-08-26,12,2024-12-07,Active,91,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2992.46,0.0,0.959,Web,Valid Claim
CLM00218,VALID_218,CUS00218,PROD00218,Air Conditioner,HomePro,HOM-AIR-0218,SN-2026-000218,2025-11-07,2026-03-07,2026-02-24,12,2026-11-07,Active,245,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,90.89,0.0,0.976,Mobile App,Valid Claim
CLM00219,VALID_219,CUS00219,PROD00219,Printer,NovaTech,NOV-PRI-0219,SN-2026-000219,2024-02-03,2024-06-03,2024-05-26,12,2025-02-03,Active,245,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,999.67,78.65,0.95,Email,Valid Claim
CLM00220,VALID_220,CUS00220,PROD00220,Washing Machine,PrimeView,PRI-WAS-0220,SN-2026-000220,2025-10-13,2027-07-13,2027-07-08,24,2027-10-13,Active,92,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,966.51,0.0,0.952,Email,Valid Claim
CLM00221,VALID_221,CUS00221,PROD00221,Printer,Aster,AST-PRI-0221,SN-2026-000221,2024-10-07,2025-05-07,2025-05-04,12,2025-10-07,Active,153,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2446.73,0.0,0.926,Email,Valid Claim
CLM00222,VALID_222,CUS00222,PROD00222,Refrigerator,HomePro,HOM-REF-0222,SN-2026-000222,2025-12-21,2026-02-21,2026-02-20,36,2028-12-21,Active,1034,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,954.72,0.0,0.915,Service Center,Valid Claim
CLM00223,VALID_223,CUS00223,PROD00223,Washing Machine,HomePro,HOM-WAS-0223,SN-2026-000223,2025-12-14,2026-05-14,2026-05-10,24,2027-12-14,Active,579,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1955.61,0.0,0.929,Mobile App,Valid Claim
CLM00224,VALID_224,CUS00224,PROD00224,Air Conditioner,PrimeView,PRI-AIR-0224,SN-2026-000224,2025-04-12,2026-01-12,2025-12-30,12,2026-04-12,Active,90,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,482.31,0.0,0.916,Email,Valid Claim
CLM00225,VALID_225,CUS00225,PROD00225,Camera,NovaTech,NOV-CAM-0225,SN-2026-000225,2025-07-30,2026-02-28,2026-02-23,12,2026-07-30,Active,152,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1648.15,0.0,0.973,Web,Valid Claim
CLM00226,VALID_226,CUS00226,PROD00226,Washing Machine,HomePro,HOM-WAS-0226,SN-2026-000226,2023-01-20,2024-12-20,2024-12-16,36,2026-01-20,Active,396,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1554.81,0.0,0.918,Service Center,Valid Claim
CLM00227,VALID_227,CUS00227,PROD00227,Washing Machine,PrimeView,PRI-WAS-0227,SN-2026-000227,2023-04-09,2023-08-09,2023-07-26,12,2024-04-09,Active,244,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2568.76,0.0,0.917,Mobile App,Valid Claim
CLM00228,VALID_228,CUS00228,PROD00228,Washing Machine,Aster,AST-WAS-0228,SN-2026-000228,2023-10-12,2025-08-12,2025-08-04,24,2025-10-12,Active,61,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2470.92,0.0,0.964,Service Center,Valid Claim
CLM00229,VALID_229,CUS00229,PROD00229,Smartphone,NovaTech,NOV-SMA-0229,SN-2026-000229,2023-05-11,2024-08-11,2024-08-07,36,2026-05-11,Active,638,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2002.48,0.0,0.919,Email,Valid Claim
CLM00230,VALID_230,CUS00230,PROD00230,Refrigerator,NovaTech,NOV-REF-0230,SN-2026-000230,2024-11-07,2025-04-07,2025-04-04,12,2025-11-07,Active,214,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1885.61,786.09,0.975,Mobile App,Valid Claim
CLM00231,VALID_231,CUS00231,PROD00231,Washing Machine,PrimeView,PRI-WAS-0231,SN-2026-000231,2023-09-14,2024-04-14,2024-04-13,12,2024-09-14,Active,153,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2642.51,0.0,0.967,Service Center,Valid Claim
CLM00232,VALID_232,CUS00232,PROD00232,Refrigerator,HomePro,HOM-REF-0232,SN-2026-000232,2023-09-09,2026-02-09,2026-02-08,36,2026-09-09,Active,212,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1624.38,0.0,0.955,Mobile App,Valid Claim
CLM00233,VALID_233,CUS00233,PROD00233,Television,Aster,AST-TEL-0233,SN-2026-000233,2023-01-21,2024-11-21,2024-11-07,24,2025-01-21,Active,61,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2313.32,0.0,0.927,Web,Valid Claim
CLM00234,VALID_234,CUS00234,PROD00234,Printer,NovaTech,NOV-PRI-0234,SN-2026-000234,2023-04-24,2023-08-24,2023-08-22,12,2024-04-24,Active,244,Yes,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1332.22,0.0,0.91,Mobile App,Valid Claim
CLM00235,VALID_235,CUS00235,PROD00235,Air Conditioner,HomePro,HOM-AIR-0235,SN-2026-000235,2023-07-21,2024-03-21,2024-03-15,12,2024-07-21,Active,122,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1838.56,980.25,0.92,Service Center,Valid Claim
CLM00236,VALID_236,CUS00236,PROD00236,Smartphone,ZenCore,ZEN-SMA-0236,SN-2026-000236,2023-06-27,2026-01-27,2026-01-23,36,2026-06-27,Active,151,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,827.64,0.0,0.95,Service Center,Valid Claim
CLM00237,VALID_237,CUS00237,PROD00237,Air Conditioner,NovaTech,NOV-AIR-0237,SN-2026-000237,2023-04-15,2023-12-15,2023-12-07,12,2024-04-15,Active,122,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2773.21,579.32,0.94,Service Center,Valid Claim
CLM00238,VALID_238,CUS00238,PROD00238,Refrigerator,ZenCore,ZEN-REF-0238,SN-2026-000238,2023-05-22,2024-05-22,2024-05-08,24,2025-05-22,Active,365,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2570.91,0.0,0.963,Web,Valid Claim
CLM00239,VALID_239,CUS00239,PROD00239,Printer,HomePro,HOM-PRI-0239,SN-2026-000239,2024-05-17,2024-10-17,2024-10-09,12,2025-05-17,Active,212,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1222.09,0.0,0.914,Mobile App,Valid Claim
CLM00240,VALID_240,CUS00240,PROD00240,Refrigerator,ZenCore,ZEN-REF-0240,SN-2026-000240,2023-04-14,2024-06-14,2024-06-08,24,2025-04-14,Active,304,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1214.27,0.0,0.935,Email,Valid Claim
CLM00241,VALID_241,CUS00241,PROD00241,Refrigerator,Aster,AST-REF-0241,SN-2026-000241,2026-01-08,2026-04-08,2026-04-03,24,2028-01-08,Active,640,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1332.69,0.0,0.948,Web,Valid Claim
CLM00242,VALID_242,CUS00242,PROD00242,Air Conditioner,ZenCore,ZEN-AIR-0242,SN-2026-000242,2023-12-09,2024-04-09,2024-03-26,12,2024-12-09,Active,244,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,692.36,0.0,0.963,Web,Valid Claim
CLM00243,VALID_243,CUS00243,PROD00243,Smartphone,HomePro,HOM-SMA-0243,SN-2026-000243,2025-10-30,2026-07-30,2026-07-21,36,2028-10-30,Active,823,Yes,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2410.81,0.0,0.914,Mobile App,Valid Claim
CLM00244,VALID_244,CUS00244,PROD00244,Camera,ZenCore,ZEN-CAM-0244,SN-2026-000244,2024-12-27,2025-06-27,2025-06-17,12,2025-12-27,Active,183,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1268.94,0.0,0.962,Service Center,Valid Claim
CLM00245,VALID_245,CUS00245,PROD00245,Laptop,ZenCore,ZEN-LAP-0245,SN-2026-000245,2025-01-06,2026-01-06,2025-12-28,24,2027-01-06,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,494.75,280.64,0.906,Mobile App,Valid Claim
CLM00246,VALID_246,CUS00246,PROD00246,Television,ZenCore,ZEN-TEL-0246,SN-2026-000246,2024-08-12,2025-03-12,2025-03-02,36,2027-08-12,Active,883,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,177.25,0.0,0.951,Email,Valid Claim
CLM00247,VALID_247,CUS00247,PROD00247,Television,Aster,AST-TEL-0247,SN-2026-000247,2023-12-05,2025-10-05,2025-10-01,36,2026-12-05,Active,426,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1217.72,0.0,0.939,Web,Valid Claim
CLM00248,VALID_248,CUS00248,PROD00248,Air Conditioner,ZenCore,ZEN-AIR-0248,SN-2026-000248,2026-01-04,2027-03-04,2027-02-22,24,2028-01-04,Active,306,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,553.11,0.0,0.978,Mobile App,Valid Claim
CLM00249,VALID_249,CUS00249,PROD00249,Smartphone,Aster,AST-SMA-0249,SN-2026-000249,2025-04-20,2025-12-20,2025-12-07,12,2026-04-20,Active,121,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,731.69,0.0,0.923,Email,Valid Claim
CLM00250,VALID_250,CUS00250,PROD00250,Printer,PrimeView,PRI-PRI-0250,SN-2026-000250,2025-01-24,2025-10-24,2025-10-21,12,2026-01-24,Active,92,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2992.21,0.0,0.979,Web,Valid Claim
